rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w;g1f3
rnbqk2r/pp1pbppp/2p1pn2/8/2PP4/4PNP1/PP3P1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/4PNP1/PP1P1PBP/RNBQK2R b;b7b5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/4PNPB/PP1P1P1P/RNBQK2R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/4PNP1/PP1PQP1P/RNB1KB1R b;d7d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/4PNP1/PP1P1P1P/RNBQKB1R w;f1g2
rnbqk2r/ppp1bppp/3ppn2/8/2P5/4PNP1/PP1P1PBP/RNBQK2R b;c7c6
rnbqk2r/ppp1bppp/3ppn2/8/2PP4/4PNP1/PP3P1P/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;b7b6
rnbqk2r/ppp1bppp/3ppn2/8/2P5/1P2PNP1/P2P1P1P/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/3ppn2/8/2P5/2N1PNP1/PP1P1P1P/R1BQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/4PNP1/PP1PBP1P/RNBQK2R b;e6e5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/4PNP1/PP1PQP1P/RNB1KB1R b;e6e5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/4PNPP/PP1P1P2/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/P1P5/4PNP1/1P1P1P1P/RNBQKB1R b;e6e5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/4PNP1/PP1P1P1P/RNBQKB1R w;d2d4
r1bqk2r/ppppbppp/2n1pn2/8/2PP4/4PNP1/PP3P1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/1P2PNP1/P2P1P1P/RNBQKB1R b;f6e4
r1bqk2r/ppppbppp/2n1pn2/8/2P5/4PNP1/PP1P1PBP/RNBQK2R b;c6a5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/4PNPP/PP1P1P2/RNBQKB1R b;e8g8
r1bqk2r/ppppbppp/2n1pn2/8/2P5/2N1PNP1/PP1P1P1P/R1BQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/4PNP1/PP1PBP1P/RNBQK2R b;e6e5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/4PNP1/PP1PQP1P/RNB1KB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/4PNPB/PP1P1P1P/RNBQK2R b;c6b4
rnbqk2r/ppppbppp/4pn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;f1g2
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/3P1NP1/PP2PPBP/RNBQK2R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/3P1NP1/PP1NPP1P/R1BQKB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d5c4
rnbqk2r/ppp1bppp/4pn2/3P4/8/3P1NP1/PP2PP1P/RNBQKB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3p4/Q1P5/3P1NP1/PP2PP1P/RNB1KB1R b;e8f8
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/3P1NP1/PPQ1PP1P/RNB1KB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1Q1P1NP1/PP2PP1P/RNB1KB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b;e8g8
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;f1g2
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/3P1NP1/PP2PPBP/RNBQK2R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/3P1NP1/PP1NPP1P/R1BQKB1R b;b8c6
rnbqk2r/pp1pbppp/4pn2/2p5/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;d7d6
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p1N3/2P5/3P2P1/PP2PP1P/RNBQKB1R b;d8c7
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;h7h6
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/3PPNP1/PP3P1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;b8c6
rnbqk2r/pp1pbppp/4pn2/2p5/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;b8c6
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;b8c6
rnbq1rk1/ppppbppp/4pn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;f1g2
rnbq1rk1/ppppbppp/4pn2/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;c7c5
rnbq1rk1/ppppbppp/4pn2/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/3P1NP1/PP1NPP1P/R1BQKB1R b;b7b6
rnbq1rk1/ppppbppp/4pn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;f8e8
rnbq1rk1/ppppbppp/4pn2/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;e7b4
rnbq1rk1/ppppbppp/4pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;f6h5
rnbqk2r/1pppbppp/4pn2/p7/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;e2e4
rnbqk2r/1pppbppp/4pn2/p7/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;d7d6
rnbqk2r/1pppbppp/4pn2/p7/2P5/3P1NP1/PP2PPBP/RNBQK2R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2PP4/5NP1/PP2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/3P1NPP/PP2PP2/RNBQKB1R b;h7h6
rnbqk2r/1pppbppp/4pn2/p7/2P5/3P1NP1/PPQ1PP1P/RNB1KB1R b;b8a6
rnbqk2r/1pppbppp/4pn2/p7/2P5/3P1NP1/PP1NPP1P/R1BQKB1R b;c7c5
rnbqk2r/1pppbppp/4pn2/p7/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;b2b3
rnbqk2r/1pppbppp/p3pn2/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;d7d6
rnbqk2r/1pppbppp/p3pn2/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/3P1NP1/PPQ1PP1P/RNB1KB1R b;c7c5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;f1g2
r1bqk2r/ppppbppp/2n1pn2/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;e7b4
r1bqk2r/ppppbppp/2n1pn2/8/2P5/3P1NP1/PP1NPP1P/R1BQKB1R b;b7b6
r1bqk2r/ppppbppp/2n1pn2/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;e2e4
rnbqk2r/pp1pbppp/2p1pn2/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;d7d6
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;c6c5
rnbqk2r/pp1pbppp/2p1pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/3P1NP1/PP1NPP1P/R1BQKB1R b;c6c5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/3P1NP1/PPQ1PP1P/RNB1KB1R b;c6c5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;d8b6
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;e2e4
rnbqk2r/ppppbpp1/4pn1p/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;d7d6
rnbqk2r/ppppbpp1/4pn1p/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;c7c5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;c7c5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;g7g5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;b7b6
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;c7c5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;c7c5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;b2b3
rnbqk2r/ppp1bppp/3ppn2/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;b7b6
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;h7h6
rnbqk2r/ppp1bppp/3ppn2/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;a7a6
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3PPNP1/PP3P1P/RNBQKB1R b;a7a6
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;c7c5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3P1NP1/PPQ1PP1P/RNB1KB1R b;c7c5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/3P1NP1/PP2PP1P/RNBQKB1R w;e2e4
rnbqk2r/p1ppbppp/1p2pn2/8/2P1P3/3P1NP1/PP3P1P/RNBQKB1R b;d7d6
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/3P1NP1/PP2PPBP/RNBQK2R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b;b8c6
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P2B2/3P1NP1/PP2PP1P/RN1QKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b;c8b7
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/1P1P1NP1/P3PP1P/RNBQKB1R b;e8g8
rnbqk2r/p1ppbppp/1p2pn2/8/2P4P/3P1NP1/PP2PP2/RNBQKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/3P1NP1/PP1BPP1P/RN1QKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d7d5
rnbqk2r/ppppbppp/4pn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R b;c7c6
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;f1g2
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P4NP1/1P1PPPBP/RNBQK2R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;e8g8
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;b7b5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/1PP5/P4NP1/3PPP1P/RNBQKB1R b;b7b6
rnbqk2r/pp1pbppp/2p1pn2/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b7b5
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P4NPB/1P1PPP1P/RNBQK2R b;b7b6
rnbqk2r/pp1pbppp/2p1pn2/8/2P5/P4NPP/1P1PPP2/RNBQKB1R b;e8g8
rnbqk2r/pp1pbppp/2p1pn2/8/2P4P/P4NP1/1P1PPP2/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;d2d4
rnbq1rk1/ppppbppp/4pn2/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;c7c5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;b8c6
rnbq1rk1/ppppbppp/4pn2/8/2P5/P4NP1/1P1PPPBP/RNBQK2R b;c7c5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;c7c5
rnbq1rk1/ppppbppp/4pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/1PP5/P4NP1/3PPP1P/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;c7c5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;d7d5
rnbq1rk1/ppppbppp/4pn2/8/2P5/P4NPB/1P1PPP1P/RNBQK2R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;f1g2
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P4NP1/1P1PPPBP/RNBQK2R b;e8g8
rnbqk2r/pp1pbppp/4pn2/2p5/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;c5d4
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;e8g8
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/PP3NP1/3PPP1P/RNBQKB1R b;d7d5
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P4NPB/1P1PPP1P/RNBQK2R b;e8g8
rnbqk2r/pp1pbppp/4pn2/2p5/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b8c6
rnbqk2r/pp1pbppp/4pn2/2p5/1PP5/P4NP1/3PPP1P/RNBQKB1R b;c5b4
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;f1g2
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4NP1/1P1PPPBP/RNBQK2R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/1PP5/P4NP1/3PPP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4NPP/1P1PPP2/RNBQKB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P4P/P4NP1/1P1PPP2/RNBQKB1R b;d7d5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;c4d5
rnbqk2r/ppp1bppp/4pn2/3P4/8/P4NP1/1P1PPP1P/RNBQKB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P4NP1/1P1PPPBP/RNBQK2R b;d5c4
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;c7c6
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d5c4
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/PP3NP1/3PPP1P/RNBQKB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P4NPB/1P1PPP1P/RNBQK2R b;d5c4
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;d5d4
rnbqk2r/ppp1bppp/4pn2/3p4/1PP5/P4NP1/3PPP1P/RNBQKB1R b;d5c4
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;b1c3
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;d7d5
rnbqk2r/p1ppbppp/1p2pn2/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;c8a6
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P4NP1/1P1PPPBP/RNBQK2R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;c8b7
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P4NPB/1P1PPP1P/RNBQK2R b;c8b7
rnbqk2r/p1ppbppp/1p2pn2/8/2P4P/P4NP1/1P1PPP2/RNBQKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/1PP5/P4NP1/3PPP1P/RNBQKB1R b;c7c5
rnbqk2r/p1ppbppp/1p2pn2/8/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;f1g2
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P4NP1/1P1PPPBP/RNBQK2R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;b7b6
rnbqk2r/ppppbpp1/4pn1p/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P4NPB/1P1PPP1P/RNBQK2R b;e8g8
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/1PP5/P4NP1/3PPP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d7d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;f1g2
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P4NP1/1P1PPPBP/RNBQK2R b;b7b5
rnbqk2r/ppp1bppp/3ppn2/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;e6e5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;c7c5
rnbqk2r/ppp1bppp/3ppn2/8/Q1P5/P4NP1/1P1PPP1P/RNB1KB1R b;e8f8
rnbqk2r/ppp1bppp/3ppn2/8/1PP5/P4NP1/3PPP1P/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d6d5
rnbqk2r/ppp1bppp/3ppn2/8/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/3ppn2/8/P1P5/5NP1/1P1PPP1P/RNBQKB1R b;c7c5
rnbqk2r/1pppbppp/4pn2/p7/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;d2d4
rnbqk2r/1pppbppp/4pn2/p7/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/P4NP1/1P1PPPBP/RNBQK2R b;a5a4
rnbqk2r/1pppbppp/4pn2/p7/2P5/PP3NP1/3PPP1P/RNBQKB1R b;a5a4
rnbqk2r/1pppbppp/4pn2/p7/2P5/P1N2NP1/1P1PPP1P/R1BQKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/P3PNP1/1P1P1P1P/RNBQKB1R b;e8g8
rnbqk2r/1pppbppp/4pn2/p7/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/P4NPP/1P1PPP2/RNBQKB1R b;a5a4
rnbqk2r/1pppbppp/4pn2/p7/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P5/P4NPB/1P1PPP1P/RNBQK2R b;d7d5
rnbqk2r/1pppbppp/4pn2/p7/2P4P/P4NP1/1P1PPP2/RNBQKB1R b;d7d5
r1bqk2r/ppppbppp/2n1pn2/8/2P5/P4NP1/1P1PPP1P/RNBQKB1R w;d2d4
